saw;100000;1000;2;0;1;2;8;13;17;16;19;16;19;22;27;21;30;27;28;25;28;31;28;29;26;25;23;26;32;25;24;26;28;30;25;25;30;28;25;24;19;18;22;21;16;10;11;9;13;10;5;5;4;5;3;1;
saw;100000;100000;3;0;1;
